Review,Rating,Review_clean,sentiment
"I love the fabric, the way it fits and it’s comfortable.",5,love fabric way fit comfortable,0.875
Cute style but poor quality,2,cute style poor quality,-0.0258
Does not come with shorts!,3,come short,0.0
Decent but not what I expected,3,decent expect,0.0
Shrunk in the wash,2,shrink wash,0.0
Zipper broke!!,1,zipper break,0.0
It was cute!,3,cute,0.4588
Great jacket for tall men,5,great jacket tall man,0.6249
Love this dress! Flattering and comfortable!,5,love dress flattering comfortable,0.8689
Not for me ... maybe for another,3,  maybe,0.0
Glorious,5,glorious,0.6369
Listen to the reviews and Size Down!,4,listen review size,0.0
Classy cling,5,classy cling,0.4404
Thick and very formed/slim fitting,5,thick formedslim fit,0.3612
Wish i could love it,4,wish love,0.7845
size and quality,5,size quality,0.0
FITS A LITTLE ON THE SNUG SIDE,4,fit little snug,0.3612
Fabric is not great,2,fabric great,0.6249
Defines the waist,4,define waist,0.0
NOT WHITE!,2,white,0.0
I need to see if I can get a refund it don't fit it's to small how can I return it,1,need refund not fit small return,-0.2755
Nice design but not great quality,3,nice design great quality,0.7845
Wrong cut,3,wrong cut,-0.6369
"Fun color, interesting fit",3,fun color interesting fit,0.8176
"Size down, way down",3,size way,0.0
ALL WRINKLED,1,wrinkle,0.0
Terrible...just terrible,1,terriblejust terrible,-0.4767
Nice and dressy,4,nice dressy,0.4215
Wonderful coat,4,wonderful coat,0.5719
The skirt has a pretty stained glass look,5,skirt pretty stained glass look,0.4939
It's so soft!,3,soft,0.0
It's perfect!,5,perfect,0.5719
I will send it back,3,send,0.0
Loved them until they started falling off and taking my panties with them,1,love start fall take pantie,0.6369
Not attractive,1,attractive,0.4404
Not recommended,1,recommend,0.3612
Make ur 2XL or XXL the actual size,1,ur 2xl xxl actual size,0.0
Lovely color; beautiful detailing,4,lovely color beautiful detailing,0.8271
Dress up or down easily,5,dress easily,0.34
"Too simple and poor quality shirt, faded print",2,simple poor quality shirt fade print,-0.4767
So blah,2,blah,-0.1027
Made me look larger than i am,1,look large,0.0
Great idea but the fabric doesn't work,2,great idea fabric not work,0.6249
Order in multiples,4,order multiple,0.0
Love 'em!,5,love em,0.6369
Not a sweatshirt,4,sweatshirt,0.0
OK...,4,ok,0.296
Large hole in it.,2,large hole,0.0
Too long for a M size,1,long m size,0.0
Sleeves are too short,2,sleeve short,0.0
Wrinkles that won’t come out.,1,wrinkle will not come,0.0
Simple and clean,4,simple clean,0.4019
Quality inconsistent in the pack,3,quality inconsistent pack,0.0
Much bigger than last year's version,3,big year version,0.0
Beautiful pants that are way too big!,3,beautiful pant way big,0.5994
Cheap quality!!,1,cheap quality,0.0
Ok top,3,ok,0.296
"Not 99% Cotton, 1% Spandex as described",1,99 cotton 1 spandex describe,0.0
Sweet stripes skirt,5,sweet stripe skirt,0.4588
This is a poncho,3,poncho,0.0
Grandma sweater,1,grandma sweater,0.0
Love mother,5,love mother,0.6369
Way too short and baggy,2,way short baggy,0.0
Boxy and big but pretty material,2,boxy big pretty material,0.4939
Shrunk after 1 wash,2,shrunk 1 wash,0.0
Disappointed in fit,3,disappoint fit,-0.0516
Not same quality as other Gildan shirts,2,quality gildan shirt,0.0
Cheap material / almost sheer,2,cheap material   sheer,0.0
Not perfect but cute shirt!!,4,perfect cute shirt,0.7717
Nice looking but doesn’t hold up —,2,nice look not hold,0.4215
This is the best shows ever,5,good show,0.4404
it is of good quality and has some stretch.  Fits like a glove and looks beautiful on.,5,good quality stretch   fit like glove look beautiful,0.8957
Fit/cut different than khaki fabric.,2,fitcut different khaki fabric,0.0
Lightweight cardigan,3,lightweight cardigan,0.0
I think I was sent a used garment.,3,think send garment,0.0
Very Small and Very thin,1,small thin,0.0
Sent used item when bought new,1,send item buy new,0.0
Why is it so big?,3,big,0.0
Best birthday shirt ever!,5,good birthday shirt,0.4404
Too short waisted,2,short waiste,0.0
Missing pants,1,miss pant,-0.1531
"Beautiful top, but very thin",4,beautiful thin,0.5994
Adorable and lightweight,5,adorable lightweight,0.4939
Ripped after a few wears,2,rip wear,0.0
"Looks good, fits odd",3,look good fit odd,0.4767
Runs small?,3,run small,0.0
Disappointed because not what i expected,1,disappointed expect,-0.4767
Great oversized blazer,5,great oversized blazer,0.6249
Seller sent wrong item,1,seller send wrong item,-0.4767
Weird seams,2,weird seam,-0.1779
Classy Summer Sweater,5,classy summer sweater,0.4404
Perfect pjs when sleeping with the ac on.,5,perfect pjs sleep ac,0.5719
fit 2 sizes too small,1,fit 2 size small,0.3612
My husband just loves this dress on me,5,husband love dress,0.6369
Adorable and well made.,4,adorable,0.4939
Look like a homeless man,1,look like homeless man,0.3612
Looks better in photo,1,look well photo,0.2732
"Nice dress, but cheaply made",3,nice dress cheaply,0.4215
"Quality has changed, completely see thru.",1,quality change completely,0.0
Doesn't wash well,1,not wash,0.0
Good pant,3,good pant,0.4404
BEWARE!!!,1,beware,0.0
Instant style,4,instant style,0.0
Delivered wrong item,1,deliver wrong item,-0.4767
Slim Husky???  OxyMORON!,1,slim husky   oxymoron,-0.128
"fun, stylish and work approved",4,fun stylish work approve,0.5106
Gto for a summer night out,5,gto summer night,0.0
Classic beauty!,5,classic beauty,0.5859
Gorgeous sweater... but not so flattering.,4,gorgeous sweater flattering,0.743
The neck was very big,4,neck big,0.0
I bought three,5,buy,0.0
Splendid never disappoints,5,splendid disappoint,0.2732
Missing button on back,1,miss button,-0.1531
Not for apple shapes,3,apple shape,0.0
Odd dimensions,2,odd dimension,-0.3182
For fitting stretchy collar,2,fitting stretchy collar,0.0
Pretty but cheap,1,pretty cheap,0.4939
Inferior quality material,1,inferior quality material,-0.4019
On the Money,4,money,0.0
Truely nice fit.,4,truely nice fit,0.6486
"Cowl neck vs. ""Chunky Turtleneck""",3,cowl neck vs chunky turtleneck,0.0
Perfect denim jacket,5,perfect denim jacket,0.5719
Shrunk a little in the wash,4,shrunk little wash,0.0
The color is nice,1,color nice,0.4215
Great little dress!!!!  I love it!,5,great little dress   love,0.8411
Disappointed with fit,1,disappoint fit,-0.0516
My graduation from jeans.,5,graduation jean,0.0
Decent jacket but the detachable hood is cumbersome compared to previous versions.,3,decent jacket detachable hood cumbersome compare previous version,0.0
shirts run small,1,shirt run small,0.0
Can't wait for warm weather to wear this,4,not wait warm weather wear,-0.1695
Super cute/comfy. Rises up though,5,super cutecomfy rise,0.5994
"If these are a 2x, I'm a unicorn.",2,2x m unicorn,0.0
Natori t back,3,natori t,0.0
Not good quality-,2,good quality,0.4404
The perfect white shirt,5,perfect white shirt,0.5719
Unwearable but pretty,1,unwearable pretty,0.4939
Great for summer blouse,4,great summer blouse,0.6249
Lovely modern design,5,lovely modern design,0.5859
A bit big,4,bit big,0.0
These pajamas fit perfect & wonderfulr for hot nights.,5,pajama fit perfect   wonderfulr hot night,0.7351
Recommend on sale,3,recommend sale,0.3612
A cozy wardrobe staple,5,cozy wardrobe staple,0.0
Cute summery print,4,cute summery print,0.4588
okay jeans overall,3,okay jean overall,0.2263
just plain wrong,1,plain wrong,-0.4767
IT'S A LOT OF SHIRT,4,lot shirt,0.0
Love these !!!,5,love,0.6369
So wanted to love.....,1,want love,0.6705
Fun and tons of compliments!,4,fun ton compliment,0.7506
Size is way to small not a good product will never order from this company again!!!!,1,size way small good product order company,0.4404
Lovely t-shirt!,4,lovely tshirt,0.5859
Comfortable and professional,4,comfortable professional,0.5106
Interesting design,3,interesting design,0.4019
Nice top but runs large,4,nice run large,0.4215
"Beautiful, runs very large",4,beautiful run large,0.5994
It sparkles!,5,sparkle,0.4215
Love it. So comfortable,5,love comfortable,0.8176
"Pretty, but boxy",4,pretty boxy,0.4939
"Wanted to love it, but just kinda like it",3,want love kinda like,0.7722
These tore a huge hole in the seam less than two months after buying.  Very flimsy construction.,1,tear huge hole seam month buy   flimsy construction,0.3182
Very elegant!,5,elegant,0.4767
Cute idea,3,cute idea,0.4588
So soft and comfy and fit for yoga!,4,soft comfy fit yoga,0.3612
Muy ligeros y cómodos pero quedan un poco grandes,3,muy ligeros y cómodo pero quedan un poco grande,0.0
"Plastic feel, tight in wasn't, too short",2,plastic feel tight not short,0.0
Nice top but couldn't get over the bubble hem,3,nice not bubble hem,0.4215
My new favorite jean!!!,5,new favorite jean,0.4588
Great top for taller gals,4,great tall gal,0.6249
"Not soft at all. Very uncomfortable. Not true to size. Literally cut them off, no stretch",1,soft uncomfortable true size literally cut stretch,-0.2263
Great Rain Jacket,5,great rain jacket,0.6249
I so want to love this shirt...,3,want love shirt,0.6705
Not a staple piece,2,staple piece,0.0
Counterfeit Dickies,1,counterfeit dickie,0.0
Too small in the chest for a size large,2,small chest size large,0.0
"Beautiful dress, fits poorly",2,beautiful dress fit poorly,0.7506
"Nice quality and it fits my 6""4 husband.",5,nice quality fit 64 husband,0.6486
Too short :(,3,short,0.0
They fit like  skiany jeans,1,fit like   skiany jean,0.6124
Size is inaccurate,1,size inaccurate,0.0
Nice jacket but the fabric is shiny.,2,nice jacket fabric shiny,0.4215
Bigger than my first apartment,1,big apartment,0.0
Big short.,2,big short,0.0
muy pequeno,3,muy pequeno,0.0
"Poor quality fabric, too small",2,poor quality fabric small,-0.4767
Not as perscribed,2,perscribe,0.0
Nice material - seems durable,5,nice material   durable,0.4215
Striped version adorable,5,stripe version adorable,0.4939
Lasts until it doesn't!,1,last not,0.0
"Love everything about these, except for the butt.",3,love butt,0.6369
Thrilled to own this,5,thrill,0.3612
Pants fit way too large,2,pant fit way large,0.3612
Blousy back,4,blousy,0.0
Too much material at the bottom,2,material,0.0
"Amazing color, sleeves a bit short for me.",4,amazing color sleeve bit short,0.5859
Awkward!,1,awkward,-0.1531
Cute in coral,5,cute coral,0.4588
Seems like it’s for teens not women,2,like teen woman,0.3612
Smelled like Chemicals,2,smell like chemical,0.3612
I don't like them at all,2,not like,-0.2755
Great for sleep wear,4,great sleep wear,0.6249
Poor fit and poor quality,1,poor fit poor quality,-0.5719
Great leggings not jeans!,5,great legging jean,0.6249
Disappointed...,1,disappoint,-0.4019
The color does not match the picture but good otherwise.,4,color match picture good,0.4404
Fits about two US sizes too small.  ZERO stretch.,2,fit size small   zero stretch,0.3612
Flattering style but inconsistent fit,3,flattering style inconsistent fit,0.5859
COMFIEST PJS EVER!,5,comfy pjs,0.0
Nice shirt but doesn't breath well,3,nice shirt not breath,0.4215
Very lightweight comfy fabric,5,lightweight comfy fabric,0.0
CAPRI LENGTH NOT CAPRI LENGTH,1,capri length capri length,0.0
Not for me... and not at this price,3,price,0.0
Sexy with coverage,4,sexy coverage,0.5267
Nice idea !!!,2,nice idea,0.4215
Does not look as nice in person as it looks in pic. Very wrinkly and looks cheap.,2,look nice person look pic wrinkly look cheap,0.4215
The perfect Jean shorts!,5,perfect jean short,0.5719
Adorable print,4,adorable print,0.4939
Cute - bottoms too tight,2,cute   bottom tight,0.4588
Joliette,4,joliette,0.0
comfort shorts for men,5,comfort short man,0.3612
Very dark shade of  blue,3,dark shade   blue,0.0
Soft Material and Cute Fit,5,soft material cute fit,0.6705
Too Thin,3,thin,0.0
"Nice shirt, got a lot of compliments",5,nice shirt get lot compliment,0.7096
Sheer but great fit,4,sheer great fit,0.765
30 days and still no refund,1,30 day refund,0.0
good feel problem with hem,3,good feel problem hem,0.0516
Was more loose than pics,4,loose pic,-0.3182
They are a great lasting work shirt.,5,great last work shirt,0.6249
Nice suit had to do a lil alterations but was perfect,5,nice suit lil alteration perfect,0.7579
I really wanted this to work...,2,want work,0.0772
Check size and lengths of each color to get correct fit.,1,check size length color correct fit,0.3612
Great quality and color but boxy and ill-fitting,2,great quality color boxy illfitting,0.6249
Cool sweater,4,cool sweater,0.3182
Sizing and color great,5,size color great,0.6249
Don’t buy! Complete waist of money.,1,not buy complete waist money,0.0
The first time I washed one the seam came undone,1,time wash seam come undo,0.0
Armholes too large,4,armhole large,0.0
Fit beautifully!,5,fit beautifully,0.7351
Surprisingly nice in person,4,surprisingly nice person,0.6124
The material is flimsy and low quality,2,material flimsy low quality,-0.2732
Figure out a bra scenario before you wear it,3,figure bra scenario wear,0.0
Horrible quality!,2,horrible quality,-0.5423
Order a couple sizes bigger,2,order couple size big,0.0
Nice quality but runs large,4,nice quality run large,0.4215
No thank you,3,thank,0.3612
Cord unraveled,1,cord unravel,0.0
Bad Fit,1,bad fit,-0.25
Beautiful dress but too tight in arms,1,beautiful dress tight arm,0.5994
A sad disappointment,2,sad disappointment,-0.7506
Flowy & fun,5,flowy   fun,0.5106
Great for pregnancy,5,great pregnancy,0.6249
Ass crack shows hate it,1,ass crack show hate,-0.802
Arms are way too tight..,3,arm way tight,0.0
Button fell of after 3 wears,3,button fall 3 wear,0.0
Cutest top,5,cut,-0.2732
Bleeds ink all over. Dont buy,1,bleed ink not buy,0.0
Not for the petite or large chested,1,petite large cheste,0.0
Jacket was great,3,jacket great,0.6249
Perfect symmetry in lifesaver colors,5,perfect symmetry lifesaver color,0.8176
"So cute, but so big!",3,cute big,0.4588
Run really small,3,run small,0.0
Nice shirt. Good fit.,5,nice shirt good fit,0.802
Cute but arrived dirty,3,cute arrive dirty,0.0258
"Good Quality, just boxy",4,good quality boxy,0.4404
Only suits smaller chest,2,suit small chest,0.0
Beautifully different!,5,beautifully different,0.5719
Cute basic  --- found it to be tts!,4,cute basic    find tt,0.4588
Long shirt - not satisfied with return,1,long shirt   satisfied return,0.4215
